# Construct											
#OTU ID	W1	F1	F2	W2	taxonomy						
Otu6712	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium_caeni
Otu6711	0	0	0	0	Bacteria	 Chloroflexi	 Chloroflexia	 Kallotenuales	 Kallotenuaceae	 Kallotenue	 Kallotenue_papyrolyticum
Otu6710	2	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Actinospicaceae	 Actinospica	
Otu5358	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu5359	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteria				
Otu5352	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5353	1	0	0	3	Bacteria						
Otu5350	0	1	0	0	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae		
Otu5351	0	0	0	0	Bacteria	 Chloroflexi	 Thermomicrobia	 Sphaerobacterales	 Sphaerobacteraceae		
Otu5356	0	0	1	0	Bacteria	 Chloroflexi	 Dehalococcoidetes	 Unclassified	 Unclassified	 Dehalogenimonas	
Otu5357	0	0	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Symbiobacterium	 Symbiobacterium_terraclitae
Otu5354	0	5	1	1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales			
Otu5355	0	0	2	0	Archaea	 Euryarchaeota	 Thermoplasmata				
Otu4409	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae		
Otu4408	2	0	0	1	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu7470	0	1	1	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Coxiellaceae	 Aquicella	
Otu2838	0	1	0	1	Bacteria						
Otu2839	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp5	 Unclassified	 Unclassified	 Gp5	
Otu2836	2	0	0	4	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Rhodoferax	
Otu2837	1	1	1	0	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Anaerospora	 Anaerospora_hongkongensis
Otu2834	0	2	1	1	Bacteria	 Actinobacteria	 Actinobacteria				
Otu2835	0	2	1	0	Bacteria	 Cyanobacteria	 Cyanobacteria				
Otu2832	0	0	0	0	Bacteria						
Otu2833	0	4	2	0	Bacteria						
Otu2830	3	0	0	1	Bacteria						
Otu4406	3	0	1	1	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu4487	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5300	0	0	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu4486	0	0	1	0	Bacteria						
Otu5306	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu4489	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu1195	6	2	2	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiracea_incertae_sedis	 Eubacterium_eligens
Otu2766	0	9	6	0	Bacteria						
Otu2767	0	1	0	0	Bacteria						
Otu2764	0	0	0	1	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu2765	0	0	0	0	Bacteria	 Chloroflexi					
Otu2762	0	1	0	0	Bacteria						
Otu2763	0	0	0	1	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales			
Otu2760	0	0	1	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2761	11	4	6	6	Bacteria						
Otu4488	3	0	2	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu2768	0	2	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Methylobacteriaceae	 Methylobacterium	 Methylobacterium_tarhaniae
Otu2769	0	1	2	0	Bacteria	 Cyanobacteria	 Cyanobacteria	 Unclassified	 Family_I	 GpI	
Otu1193	0	0	1	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu53	9	38	69	8	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu1158	4	0	0	7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium_lupini
Otu1159	0	1	1	1	Bacteria	 Firmicutes					
Otu1150	1	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu1151	3	8	8	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp7	 Unclassified	 Unclassified	 Gp7	
Otu1152	0	6	6	1	Bacteria						
Otu1153	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu1154	4	0	0	6	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu1155	0	61	42	3	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	
Otu1156	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu1157	1	3	3	4	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
Otu2490	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus_contaminans
Otu2491	1	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptoniphilaceae	 Peptoniphilus	 Peptoniphilus_gorbachii
Otu2492	0	1	2	0	Bacteria						
Otu2493	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu2494	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2495	0	0	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu2496	13	1	0	18	Bacteria	 Acidobacteria	 Acidobacteria_Gp1	 Unclassified	 Unclassified	 Gp1	 bacterium_Ellin5227
Otu2497	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Anaerosalibacter	 Anaerosalibacter_bizertensis
Otu2498	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2499	1	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales			
Otu5929	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu5928	0	1	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu5925	0	0	3	0	Bacteria	 Firmicutes	 Clostridia				
Otu5924	0	0	0	0	Bacteria						
Otu5927	0	1	4	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu5926	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp7	 Unclassified	 Unclassified	 Gp7	
Otu5921	0	1	0	0	Bacteria						
Otu5920	0	0	1	0	Bacteria	 Verrucomicrobia	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 bacterium_Ellin5102
Otu5923	0	0	0	0	Bacteria						
Otu5922	0	0	0	0	Bacteria	 Planctomycetes					
Otu279	2	2	2	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp18	 Unclassified	 Unclassified	 Gp18	
Otu278	0	14	35	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu273	125	55	43	117	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae		
Otu4889	0	0	0	0	Bacteria						
Otu271	16	3	6	22	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardioidaceae	 Nocardioides	
Otu270	8	22	29	7	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae		
Otu277	2	33	46	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	
Otu276	1	42	25	2	Bacteria						
Otu275	14	1	4	16	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Unclassified	 Chryseolinea	 Chryseolinea_serpens
Otu4888	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales			
Otu3365	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu4884	1	0	0	0	Bacteria	 Planctomycetes	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 Phycisphaera	 Phycisphaera_mikurensis
Otu4887	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales	 Solirubrobacteraceae	 Solirubrobacter	
Otu3017	0	0	0	2	Bacteria						
Otu3016	0	0	0	0	Bacteria						
Otu3015	0	2	3	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu3014	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteria				
Otu3013	13	9	6	18	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu3012	1	0	0	3	Bacteria	 Acidobacteria	 Acidobacteria_Gp5	 Unclassified	 Unclassified	 Gp5	
Otu3011	2	16	22	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Aridibacter	 Aridibacter_famidurans
Otu3010	0	0	3	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp2	 Unclassified	 Unclassified	 Gp2	
Otu3361	1	2	2	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu3019	3	1	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae		
Otu3018	0	0	0	0	Bacteria						
Otu497	8	16	3	14	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Microbacteriaceae	 Microbacterium	 Microbacterium_phyllosphaerae
Otu3363	20	4	1	39	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium_avium
Otu496	0	15	22	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Thermoactinomycetaceae_2	 Planifilum	 Planifilum_fimeticola
Otu3362	0	0	0	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
Otu495	12	6	7	12	Bacteria						
Otu494	34	15	23	20	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Iamiaceae		
Otu493	39	24	18	14	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 Amycolatopsis	 Amycolatopsis_rifamycinica
Otu492	6	2	3	6	Bacteria	 Actinobacteria	 Actinobacteria				
Otu491	23	25	4	12	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Dokdonella	
Otu490	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Azonexus	
Otu3178	0	0	0	0	Bacteria						
Otu3179	0	1	2	0	Bacteria						
Otu859	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu858	2	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu3174	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp17	 Unclassified	 Unclassified	 Gp17	
Otu3175	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu3176	0	3	1	0	Bacteria						
Otu3177	0	5	0	2	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Leptospiraceae	 Turneriella	 Turneriella_parva
Otu3170	9	0	0	3	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Unclassified	 Chryseolinea	 Chryseolinea_serpens
Otu3171	11	7	3	10	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Aquisphaera	 Aquisphaera_giovannonii
Otu3172	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales			
Otu3173	2	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	 Conexibacter_arvalis
Otu3372	0	0	0	0	Bacteria						
Otu4232	0	0	0	0	Bacteria	 Planctomycetes	 Phycisphaerae				
Otu6439	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu3373	34	10	7	29	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae		
Otu4233	0	0	0	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacteraceae	 Anaeromyxobacter	 Anaeromyxobacter_dehalogenans
Otu3370	0	0	0	0	Bacteria						
Otu7116	0	0	0	0	Bacteria	 Verrucomicrobia					
Otu1718	1	4	1	3	Bacteria						
Otu1719	0	2	2	0	Bacteria						
Otu1716	2	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Symbiobacterium	 Symbiobacterium_terraclitae
Otu1717	0	0	1	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardioidaceae	 Nocardioides	 Nocardioides_koreensis
Otu1714	4	0	0	0	Bacteria	 Bacteroidetes					
Otu1715	1	0	0	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu1712	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Denitratisoma	 Denitratisoma_oestradiolicum
Otu1713	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu1710	72	13	15	75	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu1711	10	0	1	8	Bacteria	 Firmicutes					
Otu7389	0	3	1	0	Archaea	 Euryarchaeota	 Thermoplasmata	 Methanomassiliicoccales	 Methanomassiliicoccaceae	 Methanomassiliicoccus	 Methanomassiliicoccus_luminyensis
Otu7388	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae		
Otu6092	0	2	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu7383	0	0	0	0	Bacteria						
Otu7382	0	0	1	0	Bacteria						
Otu7381	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella_dentalis
Otu3740	4	0	0	2	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales			
Otu7387	0	0	0	2	Bacteria						
Otu7386	0	0	0	0	Bacteria						
Otu7385	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Parachlamydia	 Parachlamydia_acanthamoebae
Otu7384	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu5723	0	0	1	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5722	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	
Otu5721	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5720	1	1	1	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu5727	0	1	3	0	Bacteria						
Otu5726	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu5725	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Neochlamydia	 Neochlamydia_hartmannellae
Otu5724	0	0	0	0	Bacteria						
Otu5729	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu5728	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu1433	0	0	0	0	Bacteria						
Otu1432	0	2	2	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu1431	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
Otu1430	0	5	0	0	Bacteria	 Cyanobacteria	 Cyanobacteria	 Unclassified	 Family_I	 GpI	
Otu1437	1	4	5	1	Bacteria						
Otu1436	1	0	1	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu1435	6	7	5	1	Bacteria	 Actinobacteria	 Actinobacteria				
Otu1434	2	0	0	1	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Parasegetibacter	 Parasegetibacter_terrae
Otu1439	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales		
Otu1438	0	0	0	2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Serpens	 Serpens_flexibilis
Otu7655	0	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Butyricicoccus	 Butyricicoccus_pullicaecorum
Otu7654	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu7657	0	0	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu7656	0	0	0	0	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Leptospiraceae		
Otu7651	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Acidimicrobineae_incertae_sedis	 Aciditerrimonas	 Aciditerrimonas_ferrireducens
Otu7650	0	0	0	0	Bacteria	 Proteobacteria					
Otu7653	0	2	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu7652	0	0	1	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae		
Otu7659	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu7658	0	0	0	0	Bacteria						
Otu1389	0	0	0	0	Bacteria	 Chloroflexi	 Caldilineae	 Caldilineales	 Caldilineaceae	 Litorilinea	 Litorilinea_aerophila
Otu1388	3	5	3	8	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu1385	0	0	1	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae		
Otu1384	1	13	10	4	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Unclassified	 Chryseolinea	 Chryseolinea_serpens
Otu1387	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae		
Otu1386	0	1	2	0	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Oscillochloridaceae	 Oscillochloris	 Oscillochloris_trichoides
Otu1381	2	0	0	1	Bacteria	 Bacteroidetes					
Otu1380	1	1	2	1	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu1383	1	1	0	1	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu1382	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Phyllobacteriaceae		
Otu7117	1	0	0	1	Bacteria						
Otu4092	0	0	0	0	Bacteria						
Otu4093	1	0	0	1	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu4090	0	0	0	7	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Steroidobacter	 Steroidobacter_agariperforans
Otu4091	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	
Otu4096	0	1	0	0	Bacteria						
Otu4097	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	
Otu4094	0	2	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus_plantarum
Otu4095	0	0	0	0	Bacteria						
Otu4098	35	10	2	17	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu4099	2	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Steroidobacter	 Steroidobacter_denitrificans
Otu6524	3	0	0	3	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Vampirovibrio	 Vampirovibrio_chlorellavorus
Otu6525	0	0	0	0	Bacteria						
Otu6526	0	0	0	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu6527	0	0	0	0	Bacteria						
Otu6520	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu6521	0	0	0	0	Bacteria	 Verrucomicrobia					
Otu6522	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Natranaerobiales	 Natranaerobiaceae	 Dethiobacter	 Dethiobacter_alkaliphilus
Otu6523	0	0	0	0	Bacteria						
Otu6528	41	2	2	52	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu6529	0	0	1	0	Bacteria						
Otu4238	5	0	0	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu4678	0	0	0	0	Bacteria						
Otu4679	0	0	0	0	Bacteria						
Otu4676	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Aquisphaera	 Aquisphaera_giovannonii
Otu4677	2	0	0	7	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales			
Otu4674	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales			
Otu4675	4	1	0	0	Bacteria						
Otu4672	0	0	0	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp5	
Otu4673	0	0	0	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu4670	0	2	2	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rubellimicrobium	 Rubellimicrobium_mesophilum
Otu4671	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu7022	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu8301	0	3	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae		
Otu7023	0	0	1	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp22	 Unclassified	 Unclassified	 Gp22	
Otu7020	1	0	0	0	Bacteria	 Planctomycetes	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 Phycisphaera	 Phycisphaera_mikurensis
Otu7021	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu7026	0	0	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu7027	0	0	0	0	Bacteria						
Otu4306	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu7024	0	2	0	0	Bacteria						
Otu4307	0	0	0	0	Bacteria	 Chloroflexi					
Otu7025	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacteraceae	 Anaeromyxobacter	 Anaeromyxobacter_dehalogenans
Otu4304	1	1	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu4305	0	0	0	1	Bacteria	 Planctomycetes					
Otu4302	0	0	0	3	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium_pectinovorum
Otu2508	4	0	0	1	Bacteria	 Firmicutes	 Clostridia				
Otu4303	2	16	15	1	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Thermoactinomycetaceae	 Thermoactinomyces	 Thermoactinomyces_daqus
Otu7029	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu4300	0	1	1	0	Bacteria	 Bacteroidetes					
Otu4301	0	0	0	0	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Spirochaeta	 Spirochaeta_aurantia
Otu130	147	80	68	154	Bacteria						
Otu131	28	13	18	13	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae	 Micromonospora	
Otu132	2	14	14	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu133	71	28	27	47	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales			
Otu134	61	85	102	62	Bacteria	 Acidobacteria	 Acidobacteria_Gp17	 Unclassified	 Unclassified	 Gp17	
Otu135	6	4	9	10	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu136	5	49	8	4	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Thermomonosporaceae	 Actinomadura	
Otu137	0	25	30	1	Bacteria	 Chloroflexi					
Otu138	2	71	77	3	Bacteria	 Acidobacteria	 Acidobacteria_Gp1	 Unclassified	 Unclassified	 Gp1	
Otu139	56	85	34	25	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	 Lactococcus_lactis
Otu4308	2	0	0	25	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
Otu3469	3	1	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Blautia	 Blautia_glucerasea
Otu7711	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Coxiellaceae	 Aquicella	 Aquicella_lusitana
Otu2539	2	1	3	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Steroidobacter	 Steroidobacter_agariperforans
Otu2538	38	0	0	59	Bacteria						
Otu2533	2	6	2	2	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Terrimonas	 Terrimonas_lutea
Otu2532	3	0	2	1	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Cloacibacillus	 Cloacibacillus_porcorum
Otu2531	4	0	0	7	Bacteria						
